# chapter	match_id	check	arg	expected	[tolerance]
#
# GATING. Snapshots live in data/matches/, so a failure here is always ours.
# Every row was generated from the record, never typed from memory —
# see CONTEXT.md 5, 'No number from memory'.
#
# ch 21 — The Lead That Melts. Yakult Brothers vs Rune Eaters,
# The Games of the Future 2026. Peak gold lead with two lanes of barracks
# already down, and the game still needed another eleven minutes.
30	8926599506	hero_series_at	Spectre:gold:10	2736
30	8926599506	hero_series_at	Spectre:lh:10	34
30	8926599506	hero_series_gap_at	Magnus:Spectre:gold:10	1741
30	8926599506	hero_series_gap_at	Magnus:Spectre:lh:10	13
30	8926599506	hero_series_gap_at	Magnus:Spectre:gold:14	393
30	8926599506	hero_series_gap_at	Magnus:Spectre:gold:16	-66
30	8926599506	hero_series_gap_at	Magnus:Spectre:gold:20	-1256
30	8926599506	hero_series_gap_at	Magnus:Spectre:gold:42	-8357
30	8926599506	team_gold_rank	Magnus:6	1
30	8926599506	team_gold_rank	Magnus:10	1
30	8926599506	team_gold_rank	Magnus:14	1
30	8926599506	team_gold_rank	Magnus:15	2
30	8926599506	team_gold_rank	Magnus:16	3
30	8926599506	team_gold_rank	Magnus:42	4
30	8926599506	hero_stat	Magnus:total_gold	18287
30	8926599506	hero_stat	Magnus:last_hits	213
30	8926599506	hero_stat	Magnus:deaths	10
30	8926599506	hero_stat	Magnus:kills	7
30	8926599506	hero_stat	Magnus:tower_damage	1227
30	8926599506	hero_stat	Spectre:total_gold	28577
30	8926599506	hero_stat	Spectre:last_hits	427
30	8926599506	hero_stat	Lifestealer:total_gold	32900
30	8926599506	hero_stat	Lifestealer:last_hits	500
30	8926599506	hero_stat	Lifestealer:deaths	2
30	8926599506	hero_stat	Lifestealer:tower_damage	10690
30	8926599506	hero_series_gap_at	Largo:Lifestealer:gold:10	197
30	8926599506	hero_series_gap_at	Largo:Lifestealer:lh:10	12
30	8926599506	hero_stat	Largo:total_gold	24470
30	8926599506	hero_stat	Largo:last_hits	409
30	8926599506	hero_stat	Largo:deaths	5
30	8926599506	objective_time	building_kill:npc_dota_badguys_tower1_bot	954
30	8926599506	objective_time	building_kill:npc_dota_badguys_tower1_top	976
30	8926599506	teamfight_start	4	987
30	8926599506	hero_death_time	Magnus:1	272
30	8926599506	hero_death_time	Magnus:10	2558
30	8926599506	hero_series_at	Magnus:gold:14	5793
30	8926599506	hero_series_at	Magnus:lh:14	67
30	8926599506	hero_series_at	Spectre:gold:14	5400
30	8926599506	hero_series_at	Spectre:lh:14	53
30	8926599506	hero_series_gap_at	Magnus:Spectre:lh:14	14
30	8926599506	hero_death_time	Magnus:2	649
30	8926599506	hero_death_time	Magnus:3	857
30	8926599506	hero_purchase_time	Magnus:blink	740
30	8926599506	hero_purchase_time	Magnus:black_king_bar	1476

# ch 32, registered late. These two appear in chapter 32's hold state block and
# were never registered — checks/coverage.py had been reporting them since it was
# written, and the report was correct. Added while drafting ch. 30. An advisory
# check whose output is read and not acted on is a gating check nobody turned on.
32	8928118730	hero_series_at	Crystal Maiden:gold:35	10100
32	8928118730	gold_adv_at	35	11572
30	8926599506	hero_stat	Magnus:gold	1440

# ch 01, registered on correction. The chapter said the record holds no
# positions and no vision state. Both are false, and both were on the live page.
1	8928953683	deaths_with_position		30
1	8928953683	wards_standing_at	obs:864	3
30	8926599506	deaths_with_position		25

# ch 02 — What the Map Already Said. Same match as ch. 01, a DIFFERENT inference
# (CONTEXT.md 7): ch. 01 took the scoreboard's uselessness, ch. 02 takes the
# reconstructed vision state at one of the very deaths ch. 01 could not classify.
2	8928953683	duration		2973
2	8928953683	winner		dire
2	8928953683	hero_death_time	Mirana:2	495
2	8928953683	wards_standing_side_at	obs:radiant:495	3
2	8928953683	wards_standing_side_at	obs:dire:495	1
2	8928953683	wards_standing_side_at	sen:radiant:495	3
2	8928953683	wards_standing_side_at	sen:dire:495	2
2	8928953683	wards_standing_side_at	obs:dire:399	0
2	8928953683	wards_standing_side_at	obs:dire:468	0
2	8928953683	wards_standing_side_at	obs:radiant:468	3
2	8928953683	ward_lifetime	Mirana:obs:469	81
2	8928953683	ward_lifetime	Mirana:obs:-17	360
2	8928953683	ward_lifetime	Storm Spirit:obs:374	24
2	8928953683	ward_lifetime	Earth Spirit:obs:357	320
2	8928953683	ward_lifetime	Hoodwink:obs:461	361
2	8928953683	ward_lifetime	Bane:obs:467	361
2	8928953683	ward_count	Mirana:obs	6
2	8928953683	hero_stat	Mirana:deaths	9

# ch 32, corrected. The chapter said eleven observers expired and one was
# destroyed, inferring the fate from the duration. The left-log's attackername
# settles it directly and says ten and two — the extra kill lived 351 of its 360
# seconds, which no duration heuristic would have caught.
32	8928118730	ward_fates	Crystal Maiden:obs:expired	10
32	8928118730	ward_fates	Crystal Maiden:obs:destroyed	2
32	8928118730	ward_fates	Crystal Maiden:obs:standing	2
32	8928118730	ward_ended_by	Crystal Maiden:obs:1854	npc_dota_hero_kez
32	8928118730	ward_lifetime	Crystal Maiden:obs:1854	351
32	8928118730	wards_standing_side_at	obs:dire:2108	2

# ch 02, on review. The chapter called three Radiant observers 'their full
# duration, untouched' when one was killed by the very hero the chapter is about.
# Fate now comes from attackername rather than from reading a duration.
2	8928953683	ward_ended_by	Earth Spirit:obs:357	npc_dota_hero_mirana
2	8928953683	ward_ended_by	Hoodwink:obs:461	expired
2	8928953683	ward_ended_by	Bane:obs:467	expired
2	8928953683	ward_ended_by	Mirana:obs:469	npc_dota_hero_bane
2	8928953683	ward_ended_by	Storm Spirit:obs:374	npc_dota_hero_hoodwink
2	8928953683	ward_fates	Mirana:obs:destroyed	2

# ch 04 — Leaving Is a Skill. GLYPH vs PlayTime, The Games of the Future 2026,
# match 8927063876, patch 7.41e. Teamfight 5 killed seven of ten heroes in 47
# seconds. Note teamfight_deaths (per-player sum) against teamfight_summary_deaths
# (the parser's own field): they disagree by one, and both are registered.
4	8927063876	duration		3638
4	8927063876	winner		radiant
4	8927063876	count	teamfights	7
4	8927063876	teamfight_start	5	2989
4	8927063876	teamfight_end	5	3036
4	8927063876	teamfight_deaths	5:radiant	4
4	8927063876	teamfight_deaths	5:dire	3
4	8927063876	teamfight_summary_deaths	5	6
4	8927063876	hero_death_time	Doom:3	3004
4	8927063876	hero_death_time	Gyrocopter:2	3006
4	8927063876	hero_death_time	Tusk:8	3015
4	8927063876	hero_death_time	Undying:7	3015
4	8927063876	hero_death_time	Earthshaker:12	3021
4	8927063876	hero_death_time	Shadow Fiend:5	3021
4	8927063876	teamfight_item_use	5:Undying:tpscroll	1
4	8927063876	teamfight_item_use	5:Undying:blink	2
4	8927063876	teamfight_item_use	5:Doom:tpscroll	1
4	8927063876	teamfight_item_use	5:Doom:blink	1
4	8927063876	teamfight_item_use	5:Earthshaker:blink	1
4	8927063876	teamfight_item_use	5:Earthshaker:force_staff	1
4	8927063876	teamfight_item_use	5:Dark Seer:blink	2
4	8927063876	teamfight_item_use	5:Dark Seer:wind_waker	1
4	8927063876	teamfight_item_use	5:Earth Spirit:blink	0
4	8927063876	teamfight_delta	5:Gyrocopter:gold	1769
4	8927063876	teamfight_delta	5:Gyrocopter:xp	5912
4	8927063876	teamfight_delta	5:Dark Seer:gold	980
4	8927063876	teamfight_delta	5:Dark Seer:xp	5868
4	8927063876	teamfight_delta	5:Earthshaker:gold	-84
4	8927063876	teamfight_delta	5:Shadow Fiend:gold	-15
4	8927063876	objective_time	CHAT_MESSAGE_ROSHAN_KILL#3	2859
4	8927063876	objective_time	building_kill:npc_dota_goodguys_tower2_top	3072
4	8927063876	hero_stat	Gyrocopter:kills	17
4	8927063876	hero_stat	Earthshaker:deaths	14
# the seven movement-item uses by the three heroes who died, registered so the
# prose count is recomputable rather than added up by hand.
4	8927063876	teamfight_item_use	5:Doom:shivas_guard	1

# ch 04, on review. The chapter claimed three exits were attempted and failed,
# which the record cannot support — a blink is an entry tool as often as an exit.
# These replace that claim with what the record does hold: where everyone died.
4	8927063876	teamfight_death_spread	5	20.6
4	8927063876	teamfight_death_dist_from_centre	5:Undying	3.3
4	8927063876	teamfight_death_dist_from_centre	5:Doom	8.3
4	8927063876	teamfight_death_dist_from_centre	5:Earthshaker	12.7
4	8927063876	teamfight_death_dist_from_centre	5:Gyrocopter	8.3
4	8927063876	teamfight_death_dist_from_centre	5:Tusk	2.9
4	8927063876	teamfight_death_dist_from_centre	5:Shadow Fiend	5.4
4	8927063876	teamfight_death_dist_from_centre	5:Earth Spirit	9.8
